8,2,6,4392,HLS,0.985686219478
8,2,6,4392,YCbCr,0.986247544204
8,2,8,5568,HLS,0.987089531294
8,2,8,5568,YCbCr,0.984844232388
8,2,9,6156,HLS,0.988212180747
8,2,9,6156,YCbCr,0.986808868931
8,2,10,6744,HLS,0.989054167836
8,2,10,6744,YCbCr,0.989896154926
8,2,12,7920,HLS,0.989615492562
8,2,12,7920,YCbCr,0.990457479652
8,3,6,6696,HLS,0.986808868931
8,3,6,6696,YCbCr,0.985124894752
8,3,8,8640,HLS,0.985686219478
8,3,8,8640,YCbCr,0.984002245299
8,3,9,9612,HLS,0.991018804378
8,3,9,9612,YCbCr,0.986808868931
8,3,10,10584,HLS,0.987370193657
8,3,10,10584,YCbCr,0.987931518383
8,3,12,12528,HLS,0.989054167836
8,3,12,12528,YCbCr,0.988773505473
8,4,6,8064,HLS,0.982598933483
8,4,6,8064,YCbCr,0.982037608757
8,4,8,10464,HLS,0.984844232388
8,4,8,10464,YCbCr,0.982598933483
8,4,9,11664,HLS,0.986247544204
8,4,9,11664,YCbCr,0.983160258209
8,4,10,12864,HLS,0.983721582936
8,4,10,12864,YCbCr,0.986247544204
8,4,12,15264,HLS,0.985124894752
8,4,12,15264,YCbCr,0.985966881841
12,2,6,2016,HLS,0.983721582936
12,2,6,2016,YCbCr,0.984844232388
12,2,8,2400,HLS,0.981195621667
12,2,8,2400,YCbCr,0.98147628403
12,2,9,2592,HLS,0.983160258209
12,2,9,2592,YCbCr,0.985124894752
12,2,10,2784,HLS,0.984563570025
12,2,10,2784,YCbCr,0.98765085602
12,2,12,3168,HLS,0.986247544204
12,2,12,3168,YCbCr,0.987089531294
12,3,6,2322,HLS,0.978669660399
12,3,6,2322,YCbCr,0.982879595846
12,3,8,2808,HLS,0.980634296941
12,3,8,2808,YCbCr,0.977827673309
12,3,9,3051,HLS,0.984002245299
12,3,9,3051,YCbCr,0.981195621667
12,3,10,3294,HLS,0.980914959304
12,3,10,3294,YCbCr,0.985405557115
12,3,12,3780,HLS,0.98231827112
12,3,12,3780,YCbCr,0.98231827112
12,4,6,2016,HLS,0.975863036767
12,4,6,2016,YCbCr,0.978108335672
12,4,8,2400,HLS,0.976705023856
12,4,8,2400,YCbCr,0.976424361493
12,4,9,2592,HLS,0.982037608757
12,4,9,2592,YCbCr,0.978108335672
12,4,10,2784,HLS,0.980914959304
12,4,10,2784,YCbCr,0.980353634578
12,4,12,3168,HLS,0.978669660399
12,4,12,3168,YCbCr,0.979511647488
16,2,6,1512,HLS,0.982879595846
16,2,6,1512,YCbCr,0.983440920573
16,2,8,1728,HLS,0.985405557115
16,2,8,1728,YCbCr,0.98231827112
16,2,9,1836,HLS,0.985124894752
16,2,9,1836,YCbCr,0.984844232388
16,2,10,1944,HLS,0.987089531294
16,2,10,1944,YCbCr,0.986528206567
16,2,12,2160,HLS,0.989054167836
16,2,12,2160,YCbCr,0.986808868931
16,3,6,1512,HLS,0.977266348583
16,3,6,1512,YCbCr,0.983440920573
16,3,8,1728,HLS,0.982037608757
16,3,8,1728,YCbCr,0.979230985125
16,3,9,1836,HLS,0.982879595846
16,3,9,1836,YCbCr,0.981756946393
16,3,10,1944,HLS,0.985405557115
16,3,10,1944,YCbCr,0.985686219478
16,3,12,2160,HLS,0.988212180747
16,3,12,2160,YCbCr,0.985124894752
16,4,6,1152,HLS,0.977266348583
16,4,6,1152,YCbCr,0.980072972214
16,4,8,1248,HLS,0.978388998035
16,4,8,1248,YCbCr,0.980634296941
16,4,9,1296,HLS,0.979511647488
16,4,9,1296,YCbCr,0.976705023856
16,4,10,1344,HLS,0.981195621667
16,4,10,1344,YCbCr,0.985124894752
16,4,12,1440,HLS,0.983160258209
16,4,12,1440,YCbCr,0.985405557115
